"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"SPINK5",7.43594861516733e-10,-5.53686752451787,0,0.39,2.20356901261869e-05,"SPINK5"
"TOX3",7.43594861516733e-10,-3.73679511160524,0,0.39,2.20356901261869e-05,"TOX3"
"RHBDL2",8.05000764875508e-10,-2.73637291595801,0.012,0.424,2.38553926663208e-05,"RHBDL2"
"VCAN",8.12819947318154e-10,-5.36938020953274,0.108,0.559,2.40871063188262e-05,"VCAN"
"WDFY3",8.39505114618459e-10,-3.57117532666195,0.108,0.559,2.48778945666034e-05,"WDFY3"
"TNFRSF12A",8.79733565449738e-10,-5.11216733028949,0.169,0.61,2.60700244785375e-05,"TNFRSF12A"
"MYOF",8.85892256667772e-10,-4.2211182538107,0.12,0.593,2.62525311340927e-05,"MYOF"
"S100A2",9.79680927559074e-10,-4.28441760034425,0.072,0.508,2.90318646072856e-05,"S100A2"
"SLC11A1",1.03701817171397e-09,-4.3411822619586,0.181,0.627,3.07309965005719e-05,"SLC11A1"
"TMEM51",1.04736657714729e-09,-4.09854116062939,0.157,0.61,3.10376611471827e-05,"TMEM51"
"TFPI",1.07310039731736e-09,-4.88126042786063,0.169,0.661,3.18002571741025e-05,"TFPI"
"SHROOM3",1.2013016717219e-09,-3.23321068145272,0.06,0.508,3.55993737398069e-05,"SHROOM3"
"CCL7",1.24827728125199e-09,-5.23351246329629,0.012,0.407,3.69914489526216e-05,"CCL7"
"PTPRF",1.41993526649362e-09,-4.06356048406098,0.145,0.627,4.20783616872721e-05,"PTPRF"
"KRT15",1.45772818280019e-09,-4.10987840473478,0.012,0.407,4.31983169691008e-05,"KRT15"
"PLAU",1.46466933844593e-09,-5.11057926848814,0.12,0.559,4.34040111755066e-05,"PLAU"
"CPE",1.51209374657183e-09,-4.06777925271128,0.072,0.542,4.48093860859097e-05,"CPE"
"C16orf89",1.51522349369481e-09,-4.63530394404899,0.012,0.407,4.4902133012152e-05,"C16orf89"
"RASEF",1.51522349369481e-09,-3.41782264079956,0.012,0.407,4.4902133012152e-05,"RASEF"
"GPR84",1.53523133899362e-09,-3.67767806996012,0.048,0.475,4.5495045499737e-05,"GPR84"
"INHBA",1.54524647600025e-09,-4.3824820911717,0.024,0.424,4.57918340697914e-05,"INHBA"
"HMGA2",1.57492672235587e-09,-3.71775447834615,0.012,0.407,4.66713784902939e-05,"HMGA2"
"CDC42BPA",1.60161928462897e-09,-3.26572717465706,0.072,0.525,4.7462385880695e-05,"CDC42BPA"
"ITGB4",1.61009697733696e-09,-4.3922160286851,0.108,0.576,4.77136138264034e-05,"ITGB4"
"B3GNT3",1.70128941925322e-09,-2.67601784619903,0.012,0.407,5.04160106501498e-05,"B3GNT3"
"BCAR1",1.74555926464346e-09,-3.36178178073402,0.06,0.508,5.17279032484444e-05,"BCAR1"
"MARVELD2",1.74555926464346e-09,-3.08682005587904,0.06,0.508,5.17279032484444e-05,"MARVELD2"
"SOX9",1.76812268103896e-09,-3.17355914204268,0.012,0.407,5.23965475299085e-05,"SOX9"
"MBOAT2",1.81708982060013e-09,-3.03379914681329,0.12,0.593,5.38476397436642e-05,"MBOAT2"
"KCNS3",1.93350280774246e-09,-4.04091139575927,0.024,0.424,5.729742220464e-05,"KCNS3"
"GRHL2",1.987983464165e-09,-2.95657574157956,0,0.373,5.89119019770657e-05,"GRHL2"
"HS6ST2",1.987983464165e-09,-2.77226122651092,0,0.373,5.89119019770657e-05,"HS6ST2"
