"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"MUC4",3.00723557777285e-07,-3.95319453522895,0.014,0.367,0.00891164191117206,"MUC4"
"STEAP2",3.00723557777285e-07,-2.89458608320535,0.014,0.367,0.00891164191117206,"STEAP2"
"DNALI1",3.14531070000768e-07,-3.40328241799935,0.014,0.367,0.00932081372840276,"DNALI1"
"ESRP2",3.14531070000768e-07,-2.29682768846774,0.014,0.367,0.00932081372840276,"ESRP2"
"SMARCA1",3.1964286348767e-07,-3.08945530757464,0.043,0.429,0.00947229661659363,"SMARCA1"
"MT1G",3.24535598789313e-07,-3.72783959379985,0.1,0.51,0.00961728793452251,"MT1G"
"LEMD1",3.28949699792027e-07,-2.63674812281086,0.014,0.367,0.00974809540363694,"LEMD1"
"SULT2B1",3.28949699792027e-07,-2.41877643444639,0.014,0.367,0.00974809540363694,"SULT2B1"
"MAFB",3.34187351285212e-07,-3.92656646199216,0.286,0.714,0.00990330796798598,"MAFB"
"TMEM51",3.36189740148424e-07,-3.77428436183199,0.2,0.633,0.0099626467595584,"TMEM51"
